4
52,0.001,0.002,0.471,0.002,0.524,0.001,0.0
54,0.002,0.003,0.496,0.003,0.496,0.001,0.001
55,0.002,0.003,0.496,0.003,0.496,0.001,0.001
56,0.002,0.003,0.496,0.003,0.496,0.001,0.001
57,0.002,0.003,0.496,0.003,0.496,0.001,0.001
58,0.002,0.003,0.496,0.003,0.496,0.001,0.001
59,0.002,0.003,0.496,0.003,0.496,0.001,0.001
60,0.002,0.003,0.496,0.003,0.496,0.001,0.001
61,0.002,0.003,0.496,0.003,0.496,0.001,0.001
62,0.002,0.003,0.496,0.003,0.496,0.001,0.001
63,0.002,0.003,0.496,0.003,0.496,0.001,0.001
64,0.002,0.003,0.496,0.003,0.496,0.001,0.001
65,0.002,0.003,0.496,0.003,0.496,0.001,0.001
67,0.002,0.003,0.496,0.003,0.496,0.001,0.001
68,0.002,0.003,0.496,0.003,0.496,0.001,0.001
69,0.002,0.003,0.496,0.003,0.496,0.001,0.001
70,0.002,0.003,0.496,0.003,0.496,0.001,0.001
71,0.002,0.003,0.496,0.003,0.496,0.001,0.001
72,0.002,0.003,0.496,0.003,0.496,0.001,0.001
73,0.002,0.003,0.496,0.003,0.496,0.001,0.001
74,0.002,0.003,0.496,0.003,0.496,0.001,0.001
75,0.002,0.003,0.496,0.003,0.496,0.001,0.001
76,0.283,0.308,0.082,0.062,0.124,0.098,0.043
77,0.283,0.308,0.082,0.062,0.124,0.098,0.043
78,0.002,0.003,0.496,0.003,0.496,0.001,0.001
79,0.002,0.003,0.496,0.003,0.496,0.001,0.001
80,0.002,0.003,0.496,0.003,0.496,0.001,0.001
81,0.023,0.025,0.007,0.005,0.928,0.008,0.004
82,0.023,0.025,0.007,0.005,0.928,0.008,0.004
83,0.004,0.006,0.002,0.006,0.884,0.088,0.009
84,0.004,0.006,0.002,0.006,0.885,0.089,0.009
85,0.004,0.005,0.002,0.005,0.907,0.068,0.009
86,0.004,0.006,0.002,0.005,0.907,0.068,0.008
87,0.003,0.003,0.002,0.005,0.87,0.109,0.008
88,0.005,0.003,0.002,0.003,0.87,0.109,0.008
89,0.005,0.003,0.002,0.003,0.89,0.089,0.007
90,0.005,0.003,0.002,0.003,0.891,0.089,0.007
91,0.006,0.003,0.002,0.003,0.891,0.089,0.007
92,0.004,0.003,0.001,0.003,0.907,0.076,0.007
93,0.004,0.003,0.001,0.003,0.918,0.066,0.007
94,0.002,0.003,0.001,0.003,0.927,0.058,0.007
95,0.002,0.003,0.001,0.003,0.934,0.052,0.006
96,0.002,0.002,0.001,0.002,0.912,0.075,0.006
97,0.001,0.001,0.001,0.001,0.664,0.299,0.033
98,0.002,0.001,0.001,0.002,0.621,0.31,0.062
99,0.002,0.001,0.001,0.002,0.621,0.31,0.062
100,0.002,0.001,0.001,0.002,0.621,0.31,0.062
101,0.002,0.001,0.001,0.002,0.621,0.31,0.062
102,0.002,0.001,0.001,0.002,0.621,0.31,0.062
103,0.002,0.001,0.001,0.002,0.621,0.31,0.062
104,0.002,0.001,0.001,0.002,0.621,0.31,0.062
105,0.002,0.001,0.001,0.002,0.621,0.31,0.062
106,0.002,0.001,0.001,0.002,0.621,0.31,0.062
107,0.002,0.001,0.001,0.002,0.621,0.31,0.062
108,0.002,0.001,0.001,0.002,0.621,0.31,0.062
109,0.002,0.001,0.001,0.002,0.621,0.31,0.062
110,0.002,0.001,0.001,0.002,0.621,0.31,0.062
111,0.002,0.001,0.001,0.002,0.621,0.31,0.062
112,0.002,0.001,0.001,0.002,0.621,0.31,0.062
115,0.002,0.001,0.001,0.002,0.621,0.31,0.062
116,0.002,0.001,0.001,0.002,0.621,0.31,0.062
117,0.002,0.001,0.001,0.002,0.621,0.31,0.062
118,0.002,0.001,0.001,0.002,0.621,0.31,0.062
119,0.002,0.001,0.001,0.002,0.621,0.31,0.062
120,0.002,0.001,0.001,0.002,0.621,0.31,0.062
121,0.105,0.072,0.057,0.046,0.308,0.345,0.067
122,0.105,0.072,0.057,0.046,0.308,0.345,0.067
123,0.002,0.002,0.002,0.002,0.114,0.798,0.08
124,0.002,0.002,0.002,0.002,0.114,0.798,0.08
125,0.002,0.002,0.002,0.002,0.114,0.798,0.08
126,0.005,0.004,0.003,0.002,0.015,0.968,0.003
127,0.005,0.004,0.003,0.002,0.015,0.968,0.003
128,0.055,0.014,0.005,0.004,0.004,0.918,0.0
129,0.075,0.013,0.004,0.004,0.004,0.9,0.0
130,0.075,0.012,0.004,0.002,0.004,0.903,0.0
131,0.065,0.011,0.004,0.002,0.004,0.914,0.0
132,0.065,0.01,0.004,0.002,0.002,0.917,0.0
133,0.058,0.009,0.004,0.002,0.002,0.926,0.0
134,0.052,0.008,0.003,0.002,0.002,0.933,0.0
135,0.047,0.008,0.003,0.002,0.002,0.939,0.0
136,0.013,0.004,0.001,0.001,0.003,0.977,0.0
137,0.011,0.003,0.001,0.001,0.003,0.981,0.0
138,0.009,0.003,0.001,0.001,0.003,0.983,0.0
139,0.47,0.003,0.001,0.001,0.001,0.523,0.0
140,0.494,0.004,0.003,0.002,0.002,0.494,0.001
141,0.494,0.004,0.003,0.002,0.002,0.494,0.001
142,0.494,0.004,0.003,0.002,0.002,0.494,0.001
143,0.494,0.004,0.003,0.002,0.002,0.494,0.001
144,0.494,0.004,0.003,0.002,0.002,0.494,0.001
145,0.494,0.004,0.003,0.002,0.002,0.494,0.001
146,0.494,0.004,0.003,0.002,0.002,0.494,0.001
147,0.494,0.004,0.003,0.002,0.002,0.494,0.001
148,0.494,0.004,0.003,0.002,0.002,0.494,0.001
150,0.494,0.004,0.003,0.002,0.002,0.494,0.001
151,0.494,0.004,0.003,0.002,0.002,0.494,0.001
152,0.494,0.004,0.003,0.002,0.002,0.494,0.001
